Version,Type,Class file format version[8],Release date,End of public updates (free),End of extended support (paid),Codename,Dolphin[89],Unnamed: 0,Unnamed: 1,Unnamed: 2,LTS version,Released,"21 September 2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,# of JEPs,,,,8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Addition(s),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Preview(s),,,,Enhanced switch statements,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Support ended,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Public,,,,September 2019,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,# of JEPs,,,,,5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Addition(s),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Preview(s),,,,,"Enhanced switch statements, text blocks",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Support ended,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Public,,,,,March 2023[325],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,# of JEPs,,,,,,16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Addition(s),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Notable,,,,,,"Helpful NullPointerExceptions, enhanced switch statements",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Preview(s),,,,,,"Pattern matching for instanceof, records, text blocks",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Incubating,,,,,,"jpackager, Foreign memory access",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Removal(s),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Notable,,,,,,Remove Concurrent Mark Sweep garbage collector,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Support ended,,,,,,,,,,,,,,,,,,,,,,,,,,
